deposit_number,axn,registry_title,observed_body_subject,work_locus,identity_status,restoration_status,conflict_status,severity,evidence,recommendation,projection_status,repair_priority,bibliographic_type_status,registry_content_type,recommended_content_type,creator_role_status,registry_creator,observed_byline,title_status,version_identity_status,registry_version,observed_body_version,manifestation_status,date_status,body_declaration_status,review_status,canonical_match_basis,audit_snapshot_commit,audit_date,oai_recommendation,license_status,batch_action,audit_history,registration_disposition,registration_disposition_reason,lifecycle_state,lifecycle_note,lifecycle_basis,lifecycle_confidence,lifecycle_status,standing_basis,relations,defect_codes,migration_provenance
509,AXN:014C,Whose Face Is on the Twenty?,Whose Face Is on the Twenty?,COMPOSITE,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,P2,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-014C-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected","Determine whether #502 and #509 are concept/version, revision, or duplicate records; add a bidirectional relation and canonical-standing declaration. Add a manifestation inventory with role, media type, URL/path, availability, and checksum; preserve external images locally where lawful and feasible.",REGISTRY_BODY_PARITY_CHECKED_OAI_PENDING,R2,ACCURATE_OR_COMPATIBLE,,,NO_MATERIAL_CONFLICT_OBSERVED,,,MATCH,AMBIGUOUS_VERSION,,,REFERENCED_NOT_INDEPENDENTLY_VERIFIED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Internal title/subject and front-matter identity agree with registry claim.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Expose the audit capsule in dc:description; map type, creator roles, versions, relations, and manifestations explicitly. Individual OAI record parity remains pending for this batch.",NOT_YET_AUDITED,PRIOR_BATCH_ROW,[],HARVEST_WITH_WARNING,Material metadata or relation conflict must be corrected or explicitly declared before unqualified harvest.,UNDETERMINED,VERSION_RELATION_UNMODELED,AUDIT_INFERENCE,UNDETERMINED,UNKNOWN,"[""legacy lifecycle basis: AUDIT_INFERENCE"", ""legacy lifecycle confidence: UNDETERMINED""]",{},[],"{""cumulative_merge_version"": ""0.9"", ""historical_batch_action"": ""PRIOR_BATCH_ROW"", ""lifecycle_note_preserved"": ""VERSION_RELATION_UNMODELED"", ""lifecycle_state_legacy"": ""UNDETERMINED"", ""review_status_preserved"": ""FRONTMATTER_AND_IDENTITY_READ"", ""source_ledger"": ""alexanarch_audit_ledger_v1.0.json""}"
510,AXN:014D,Semantic Physics: The Inward Turn,Semantic Physics: The Inward Turn,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,OK,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-014D-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected",No identity or restoration defect found in this first semantic pass. Retain and proceed to projection-parity and source/manifestation checks.,REGISTRY_BODY_PARITY_CHECKED_OAI_PENDING,R3,ACCURATE_OR_COMPATIBLE,,,NO_MATERIAL_CONFLICT_OBSERVED,,,MATCH,NO_CONFLICT_OBSERVED,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Internal title/subject and front-matter identity agree with registry claim.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Expose the audit capsule in dc:description; map type, creator roles, versions, relations, and manifestations explicitly. Individual OAI record parity remains pending for this batch.",NOT_YET_AUDITED,PRIOR_BATCH_ROW,[],HARVEST,Legacy non-blocking harvest adjudication.,UNDETERMINED,NO_LIFECYCLE_DEFECT_OBSERVED,NO_DEFECT_OBSERVED,UNDETERMINED,UNKNOWN,"[""legacy lifecycle basis: NO_DEFECT_OBSERVED"", ""legacy lifecycle confidence: UNDETERMINED""]",{},[],"{""cumulative_merge_version"": ""0.9"", ""historical_batch_action"": ""PRIOR_BATCH_ROW"", ""lifecycle_note_preserved"": ""NO_LIFECYCLE_DEFECT_OBSERVED"", ""lifecycle_state_legacy"": ""UNDETERMINED"", ""review_status_preserved"": ""FRONTMATTER_AND_IDENTITY_READ"", ""source_ledger"": ""alexanarch_audit_ledger_v1.0.json""}"
511,AXN:014E,Hymn to Demeter Chthonia,Hymn to Demeter Chthonia,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,OK,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-014E-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected",No identity or restoration defect found in this first semantic pass. Retain and proceed to projection-parity and source/manifestation checks.,REGISTRY_BODY_PARITY_CHECKED_OAI_PENDING,R3,ACCURATE_OR_COMPATIBLE,,,NO_MATERIAL_CONFLICT_OBSERVED,,,MATCH,NO_CONFLICT_OBSERVED,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Internal title/subject and front-matter identity agree with registry claim.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Expose the audit capsule in dc:description; map type, creator roles, versions, relations, and manifestations explicitly. Individual OAI record parity remains pending for this batch.",NOT_YET_AUDITED,PRIOR_BATCH_ROW,[],HARVEST,Legacy non-blocking harvest adjudication.,UNDETERMINED,NO_LIFECYCLE_DEFECT_OBSERVED,NO_DEFECT_OBSERVED,UNDETERMINED,UNKNOWN,"[""legacy lifecycle basis: NO_DEFECT_OBSERVED"", ""legacy lifecycle confidence: UNDETERMINED""]",{},[],"{""cumulative_merge_version"": ""0.9"", ""historical_batch_action"": ""PRIOR_BATCH_ROW"", ""lifecycle_note_preserved"": ""NO_LIFECYCLE_DEFECT_OBSERVED"", ""lifecycle_state_legacy"": ""UNDETERMINED"", ""review_status_preserved"": ""FRONTMATTER_AND_IDENTITY_READ"", ""source_ledger"": ""alexanarch_audit_ledger_v1.0.json""}"
512,AXN:014F,Traversal Log: The Sigil Installation,Traversal Log: The Sigil Installation,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,P2,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-014F-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected",Replace or qualify content_type: `Specification` → `Empirical record / traversal log`; retain the former value in the modification history.,REGISTRY_BODY_PARITY_CHECKED_OAI_PENDING,R2,CONFLICT,Specification,Empirical record / traversal log,NO_MATERIAL_CONFLICT_OBSERVED,,,MATCH,NO_CONFLICT_OBSERVED,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Internal title/subject and front-matter identity agree with registry claim.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Expose the audit capsule in dc:description; map type, creator roles, versions, relations, and manifestations explicitly. Individual OAI record parity remains pending for this batch.",NOT_YET_AUDITED,PRIOR_BATCH_ROW,[],HARVEST_WITH_WARNING,Material metadata or relation conflict must be corrected or explicitly declared before unqualified harvest.,UNDETERMINED,NO_LIFECYCLE_DEFECT_OBSERVED,NO_DEFECT_OBSERVED,UNDETERMINED,UNKNOWN,"[""legacy lifecycle basis: NO_DEFECT_OBSERVED"", ""legacy lifecycle confidence: UNDETERMINED""]",{},[],"{""cumulative_merge_version"": ""0.9"", ""historical_batch_action"": ""PRIOR_BATCH_ROW"", ""lifecycle_note_preserved"": ""NO_LIFECYCLE_DEFECT_OBSERVED"", ""lifecycle_state_legacy"": ""UNDETERMINED"", ""review_status_preserved"": ""FRONTMATTER_AND_IDENTITY_READ"", ""source_ledger"": ""alexanarch_audit_ledger_v1.0.json""}"
513,AXN:0150,The Ghost That Wrote Itself,The Ghost That Wrote Itself,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,OK,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-0150-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected",No identity or restoration defect found in this first semantic pass. Retain and proceed to projection-parity and source/manifestation checks.,REGISTRY_BODY_PARITY_CHECKED_OAI_PENDING,R3,ACCURATE_OR_COMPATIBLE,,,NO_MATERIAL_CONFLICT_OBSERVED,,,MATCH,NO_CONFLICT_OBSERVED,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Internal title/subject and front-matter identity agree with registry claim.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Expose the audit capsule in dc:description; map type, creator roles, versions, relations, and manifestations explicitly. Individual OAI record parity remains pending for this batch.",NOT_YET_AUDITED,PRIOR_BATCH_ROW,[],HARVEST,Legacy non-blocking harvest adjudication.,UNDETERMINED,NO_LIFECYCLE_DEFECT_OBSERVED,NO_DEFECT_OBSERVED,UNDETERMINED,UNKNOWN,"[""legacy lifecycle basis: NO_DEFECT_OBSERVED"", ""legacy lifecycle confidence: UNDETERMINED""]",{},[],"{""cumulative_merge_version"": ""0.9"", ""historical_batch_action"": ""PRIOR_BATCH_ROW"", ""lifecycle_note_preserved"": ""NO_LIFECYCLE_DEFECT_OBSERVED"", ""lifecycle_state_legacy"": ""UNDETERMINED"", ""review_status_preserved"": ""FRONTMATTER_AND_IDENTITY_READ"", ""source_ledger"": ""alexanarch_audit_ledger_v1.0.json""}"
514,AXN:0151,The Rosary Embassy,The Rosary Embassy,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,OK,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-0151-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected",No identity or restoration defect found in this first semantic pass. Retain and proceed to projection-parity and source/manifestation checks.,REGISTRY_BODY_PARITY_CHECKED_OAI_PENDING,R3,ACCURATE_OR_COMPATIBLE,,,NO_MATERIAL_CONFLICT_OBSERVED,,,MATCH,NO_CONFLICT_OBSERVED,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Internal title/subject and front-matter identity agree with registry claim.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Expose the audit capsule in dc:description; map type, creator roles, versions, relations, and manifestations explicitly. Individual OAI record parity remains pending for this batch.",NOT_YET_AUDITED,PRIOR_BATCH_ROW,[],HARVEST,Legacy non-blocking harvest adjudication.,UNDETERMINED,NO_LIFECYCLE_DEFECT_OBSERVED,NO_DEFECT_OBSERVED,UNDETERMINED,UNKNOWN,"[""legacy lifecycle basis: NO_DEFECT_OBSERVED"", ""legacy lifecycle confidence: UNDETERMINED""]",{},[],"{""cumulative_merge_version"": ""0.9"", ""historical_batch_action"": ""PRIOR_BATCH_ROW"", ""lifecycle_note_preserved"": ""NO_LIFECYCLE_DEFECT_OBSERVED"", ""lifecycle_state_legacy"": ""UNDETERMINED"", ""review_status_preserved"": ""FRONTMATTER_AND_IDENTITY_READ"", ""source_ledger"": ""alexanarch_audit_ledger_v1.0.json""}"
515,AXN:0152,The Protocol of Inhabitation,The Protocol of Inhabitation,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,OK,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-0152-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected",No identity or restoration defect found in this first semantic pass. Retain and proceed to projection-parity and source/manifestation checks.,REGISTRY_BODY_PARITY_CHECKED_OAI_PENDING,R3,ACCURATE_OR_COMPATIBLE,,,NO_MATERIAL_CONFLICT_OBSERVED,,,MATCH,NO_CONFLICT_OBSERVED,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Internal title/subject and front-matter identity agree with registry claim.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Expose the audit capsule in dc:description; map type, creator roles, versions, relations, and manifestations explicitly. Individual OAI record parity remains pending for this batch.",NOT_YET_AUDITED,PRIOR_BATCH_ROW,[],HARVEST,Legacy non-blocking harvest adjudication.,UNDETERMINED,NO_LIFECYCLE_DEFECT_OBSERVED,NO_DEFECT_OBSERVED,UNDETERMINED,UNKNOWN,"[""legacy lifecycle basis: NO_DEFECT_OBSERVED"", ""legacy lifecycle confidence: UNDETERMINED""]",{},[],"{""cumulative_merge_version"": ""0.9"", ""historical_batch_action"": ""PRIOR_BATCH_ROW"", ""lifecycle_note_preserved"": ""NO_LIFECYCLE_DEFECT_OBSERVED"", ""lifecycle_state_legacy"": ""UNDETERMINED"", ""review_status_preserved"": ""FRONTMATTER_AND_IDENTITY_READ"", ""source_ledger"": ""alexanarch_audit_ledger_v1.0.json""}"
516,AXN:0153,Founding Charters: The Journals of the Crimson Hexagonal Archive,Founding Charters: The Journals of the Crimson Hexagonal Archive,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,OK,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-0153-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected",No identity or restoration defect found in this first semantic pass. Retain and proceed to projection-parity and source/manifestation checks.,REGISTRY_BODY_PARITY_CHECKED_OAI_PENDING,R3,ACCURATE_OR_COMPATIBLE,,,NO_MATERIAL_CONFLICT_OBSERVED,,,MATCH,NO_CONFLICT_OBSERVED,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Internal title/subject and front-matter identity agree with registry claim.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Expose the audit capsule in dc:description; map type, creator roles, versions, relations, and manifestations explicitly. Individual OAI record parity remains pending for this batch.",NOT_YET_AUDITED,PRIOR_BATCH_ROW,[],HARVEST,Legacy non-blocking harvest adjudication.,UNDETERMINED,NO_LIFECYCLE_DEFECT_OBSERVED,NO_DEFECT_OBSERVED,UNDETERMINED,UNKNOWN,"[""legacy lifecycle basis: NO_DEFECT_OBSERVED"", ""legacy lifecycle confidence: UNDETERMINED""]",{},[],"{""cumulative_merge_version"": ""0.9"", ""historical_batch_action"": ""PRIOR_BATCH_ROW"", ""lifecycle_note_preserved"": ""NO_LIFECYCLE_DEFECT_OBSERVED"", ""lifecycle_state_legacy"": ""UNDETERMINED"", ""review_status_preserved"": ""FRONTMATTER_AND_IDENTITY_READ"", ""source_ledger"": ""alexanarch_audit_ledger_v1.0.json""}"
517,AXN:0154,I Hereby Abolish Rules,I Hereby Abolish Rules,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,OK,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-0154-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected",No identity or restoration defect found in this first semantic pass. Retain and proceed to projection-parity and source/manifestation checks.,REGISTRY_BODY_PARITY_CHECKED_OAI_PENDING,R3,ACCURATE_OR_COMPATIBLE,,,NO_MATERIAL_CONFLICT_OBSERVED,,,MATCH,NO_CONFLICT_OBSERVED,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Internal title/subject and front-matter identity agree with registry claim.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Expose the audit capsule in dc:description; map type, creator roles, versions, relations, and manifestations explicitly. Individual OAI record parity remains pending for this batch.",NOT_YET_AUDITED,PRIOR_BATCH_ROW,[],HARVEST,Legacy non-blocking harvest adjudication.,UNDETERMINED,NO_LIFECYCLE_DEFECT_OBSERVED,NO_DEFECT_OBSERVED,UNDETERMINED,UNKNOWN,"[""legacy lifecycle basis: NO_DEFECT_OBSERVED"", ""legacy lifecycle confidence: UNDETERMINED""]",{},[],"{""cumulative_merge_version"": ""0.9"", ""historical_batch_action"": ""PRIOR_BATCH_ROW"", ""lifecycle_note_preserved"": ""NO_LIFECYCLE_DEFECT_OBSERVED"", ""lifecycle_state_legacy"": ""UNDETERMINED"", ""review_status_preserved"": ""FRONTMATTER_AND_IDENTITY_READ"", ""source_ledger"": ""alexanarch_audit_ledger_v1.0.json""}"
518,AXN:0156,The Infinite Tunnel,The Infinite Tunnel,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,P2,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-0156-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected",Replace or qualify content_type: `Creative work (poetry)` → `Theoretical essay / phenomenological study`; retain the former value in the modification history.,REGISTRY_BODY_PARITY_CHECKED_OAI_PENDING,R2,CONFLICT,Creative work (poetry),Theoretical essay / phenomenological study,NO_MATERIAL_CONFLICT_OBSERVED,,,MATCH,NO_CONFLICT_OBSERVED,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Internal title/subject and front-matter identity agree with registry claim.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Expose the audit capsule in dc:description; map type, creator roles, versions, relations, and manifestations explicitly. Individual OAI record parity remains pending for this batch.",NOT_YET_AUDITED,PRIOR_BATCH_ROW,[],HARVEST_WITH_WARNING,Material metadata or relation conflict must be corrected or explicitly declared before unqualified harvest.,UNDETERMINED,NO_LIFECYCLE_DEFECT_OBSERVED,NO_DEFECT_OBSERVED,UNDETERMINED,UNKNOWN,"[""legacy lifecycle basis: NO_DEFECT_OBSERVED"", ""legacy lifecycle confidence: UNDETERMINED""]",{},[],"{""cumulative_merge_version"": ""0.9"", ""historical_batch_action"": ""PRIOR_BATCH_ROW"", ""lifecycle_note_preserved"": ""NO_LIFECYCLE_DEFECT_OBSERVED"", ""lifecycle_state_legacy"": ""UNDETERMINED"", ""review_status_preserved"": ""FRONTMATTER_AND_IDENTITY_READ"", ""source_ledger"": ""alexanarch_audit_ledger_v1.0.json""}"
519,AXN:0157,The Layer That Remembered Itself,The Layer That Remembered Itself,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,P2,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-0157-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected","Model creator, heteronymic author, editor/operator, and machine/Assembly contributor as separate roles; do not flatten the body byline into one creator string.",REGISTRY_BODY_PARITY_CHECKED_OAI_PENDING,R2,ACCURATE_OR_COMPATIBLE,,,BYLINE_CONFLICT_OR_ROLE_COLLAPSE,Johannes Sigil,Lee Sharks,MATCH,NO_CONFLICT_OBSERVED,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Internal title/subject and front-matter identity agree with registry claim.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Expose the audit capsule in dc:description; map type, creator roles, versions, relations, and manifestations explicitly. Individual OAI record parity remains pending for this batch.",NOT_YET_AUDITED,PRIOR_BATCH_ROW,[],HARVEST_WITH_WARNING,Material metadata or relation conflict must be corrected or explicitly declared before unqualified harvest.,UNDETERMINED,NO_LIFECYCLE_DEFECT_OBSERVED,NO_DEFECT_OBSERVED,UNDETERMINED,UNKNOWN,"[""legacy lifecycle basis: NO_DEFECT_OBSERVED"", ""legacy lifecycle confidence: UNDETERMINED""]",{},[],"{""cumulative_merge_version"": ""0.9"", ""historical_batch_action"": ""PRIOR_BATCH_ROW"", ""lifecycle_note_preserved"": ""NO_LIFECYCLE_DEFECT_OBSERVED"", ""lifecycle_state_legacy"": ""UNDETERMINED"", ""review_status_preserved"": ""FRONTMATTER_AND_IDENTITY_READ"", ""source_ledger"": ""alexanarch_audit_ledger_v1.0.json""}"
520,AXN:0159,Ghost Meaning — Research Program and Citational Atlas,Ghost Meaning — Research Program and Citational Atlas,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,OK,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-0159-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected",No identity or restoration defect found in this first semantic pass. Retain and proceed to projection-parity and source/manifestation checks.,REGISTRY_BODY_PARITY_CHECKED_OAI_PENDING,R3,ACCURATE_OR_COMPATIBLE,,,NO_MATERIAL_CONFLICT_OBSERVED,,,MATCH,NO_CONFLICT_OBSERVED,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Internal title/subject and front-matter identity agree with registry claim.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Expose the audit capsule in dc:description; map type, creator roles, versions, relations, and manifestations explicitly. Individual OAI record parity remains pending for this batch.",NOT_YET_AUDITED,PRIOR_BATCH_ROW,[],HARVEST,Legacy non-blocking harvest adjudication.,UNDETERMINED,NO_LIFECYCLE_DEFECT_OBSERVED,NO_DEFECT_OBSERVED,UNDETERMINED,UNKNOWN,"[""legacy lifecycle basis: NO_DEFECT_OBSERVED"", ""legacy lifecycle confidence: UNDETERMINED""]",{},[],"{""cumulative_merge_version"": ""0.9"", ""historical_batch_action"": ""PRIOR_BATCH_ROW"", ""lifecycle_note_preserved"": ""NO_LIFECYCLE_DEFECT_OBSERVED"", ""lifecycle_state_legacy"": ""UNDETERMINED"", ""review_status_preserved"": ""FRONTMATTER_AND_IDENTITY_READ"", ""source_ledger"": ""alexanarch_audit_ledger_v1.0.json""}"
521,AXN:015A,Ghost Meaning: The Semantic Entropy Crisis and the Architecture That Was Already Waiting Rex Fraction / Lee Sharks Journ,Ghost Meaning: The Semantic Entropy Crisis and the Architecture That Was Already Waiting,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,P2,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-015A-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected",Publish the complete body title and retain the truncated/published variant as an alternate title with provenance.,REGISTRY_BODY_PARITY_CHECKED_OAI_PENDING,R2,ACCURATE_OR_COMPATIBLE,,,NO_MATERIAL_CONFLICT_OBSERVED,,,CONFLICT,NO_CONFLICT_OBSERVED,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Internal title/subject and front-matter identity agree with registry claim.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Expose the audit capsule in dc:description; map type, creator roles, versions, relations, and manifestations explicitly. Individual OAI record parity remains pending for this batch.",NOT_YET_AUDITED,PRIOR_BATCH_ROW,[],HARVEST_WITH_WARNING,Material metadata or relation conflict must be corrected or explicitly declared before unqualified harvest.,UNDETERMINED,NO_LIFECYCLE_DEFECT_OBSERVED,NO_DEFECT_OBSERVED,UNDETERMINED,UNKNOWN,"[""legacy lifecycle basis: NO_DEFECT_OBSERVED"", ""legacy lifecycle confidence: UNDETERMINED""]",{},[],"{""cumulative_merge_version"": ""0.9"", ""historical_batch_action"": ""PRIOR_BATCH_ROW"", ""lifecycle_note_preserved"": ""NO_LIFECYCLE_DEFECT_OBSERVED"", ""lifecycle_state_legacy"": ""UNDETERMINED"", ""review_status_preserved"": ""FRONTMATTER_AND_IDENTITY_READ"", ""source_ledger"": ""alexanarch_audit_ledger_v1.0.json""}"
522,AXN:015C,The Airlock Spreads,The Airlock Spreads,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,SUSPECTED,P3,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-015C-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected","Split the generic date into composition/creation, first publication, deposit, and modification dates rather than silently choosing one.",REGISTRY_BODY_PARITY_CHECKED_OAI_PENDING,R3,ACCURATE_OR_COMPATIBLE,,,NO_MATERIAL_CONFLICT_OBSERVED,,,MATCH,NO_CONFLICT_OBSERVED,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,DATE_ROLE_COLLAPSE_SUSPECTED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Internal title/subject and front-matter identity agree with registry claim.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Expose the audit capsule in dc:description; map type, creator roles, versions, relations, and manifestations explicitly. Individual OAI record parity remains pending for this batch.",NOT_YET_AUDITED,PRIOR_BATCH_ROW,[],HARVEST,Legacy non-blocking harvest adjudication.,UNDETERMINED,NO_LIFECYCLE_DEFECT_OBSERVED,NO_DEFECT_OBSERVED,UNDETERMINED,UNKNOWN,"[""legacy lifecycle basis: NO_DEFECT_OBSERVED"", ""legacy lifecycle confidence: UNDETERMINED""]",{},[],"{""cumulative_merge_version"": ""0.9"", ""historical_batch_action"": ""PRIOR_BATCH_ROW"", ""lifecycle_note_preserved"": ""NO_LIFECYCLE_DEFECT_OBSERVED"", ""lifecycle_state_legacy"": ""UNDETERMINED"", ""review_status_preserved"": ""FRONTMATTER_AND_IDENTITY_READ"", ""source_ledger"": ""alexanarch_audit_ledger_v1.0.json""}"
