deposit_number,axn,registry_title,observed_body_subject,severity,registration_disposition,identity_status,restoration_status,conflict_status,lifecycle_status,defect_codes,registry_creator,observed_byline,registry_version,observed_body_version,manifestation_status,evidence,recommendation,batch_action,review_status
1171,AXN:04A4.UNCLASSIFIED,Crimson Hexagonal Architecture: DOI Registry v7.0 — Complete Archive of 387 DOI-Anchored Documents with Enrichment Layers and Relation Graph,CRIMSON HEXAGON / NH-OS DOI REGISTRY v7.0,P2,HARVEST_WITH_WARNING,CONFIRMED_MATCH,RESTORED_FULL_TEXT_WITH_AUDIT_WARNING,MATERIAL_CONFLICT,UNKNOWN,"[""WRAPPER_VERSION_CONFLICT"",""CREATOR_ROLE_MODEL_INCOMPLETE""]","Sharks, Lee; Fraction, Rex; Cranes, Rebekah",Lee Sharks; heteronymic contributors; Assembly Chorus,v1.0,v7.0,INLINE_PRIMARY_TEXT_PRESENT,"Frozen registry/page metadata and the work-bearing body for deposit #1171 were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; title, creator roles, version, DOI/manifestation claims, lifecycle declarations, and substantive opening were compared directly.",Project v7.0 as the work version and preserve contributor roles without treating the wrapper v1.0 as bibliographic version.,ADD_NEW,FRONTMATTER_AND_IDENTITY_READ
1172,AXN:04A5.UNCLASSIFIED,"The Archival Reclamation Protocol: Formal Demand for Data Access, Rationale, and Restoration (EA-LEGAL-RECLAMATION-01) — Crimson Hexagon Archive","The Archival Reclamation Protocol v2.0: Formal Demand for Restoration, Rationale, and Enforcement Records",P1,HARVEST_WITH_WARNING,AMBIGUOUS_VERSION,RESTORED_FULL_TEXT_WITH_AUDIT_WARNING,MATERIAL_CONFLICT,UNKNOWN,"[""DUPLICATE_BODY_AUTHORITY_AMBIGUOUS"",""DATE_VERSION_CONFLICT""]",Lee Sharks,Lee Sharks,v1.0,v2.0,DUPLICATE_MANIFESTATION_AMBIGUOUS,"Frozen registry/page metadata and the work-bearing body for deposit #1172 were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; title, creator roles, version, DOI/manifestation claims, lifecycle declarations, and substantive opening were compared directly.","Relate this record to deposit #1157, identify the canonical DOI/version, and separate the March 6 work date from the later restoration/deposit date.",ADD_NEW,FRONTMATTER_AND_IDENTITY_READ
1173,AXN:04A6.UNCLASSIFIED,"TL;DR:010 — Semantic Override: Google AI Mode Liquidates the Phrase ""I Hereby Abolish Money"" and Names the Operation It Performed",TL;DR:010 — Semantic Override: Google AI Mode Liquidates a Semantic Integrity Marker and Names the Operation It Performed,OK,HARVEST,CONFIRMED_MATCH,RESTORED_FULL_TEXT,NO_MATERIAL_CONFLICT,UNKNOWN,[],Orin Trace,Dr. Orin Trace,v1.0,v1.0,INLINE_PRIMARY_TEXT_PRESENT,"Frozen registry/page metadata and the work-bearing body for deposit #1173 were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; title, creator roles, version, DOI/manifestation claims, lifecycle declarations, and substantive opening were compared directly.",No material repair required; title expansion is a non-conflicting descriptive variant.,ADD_NEW,FRONTMATTER_AND_IDENTITY_READ
1174,AXN:04A7.UNCLASSIFIED,"SYMBOLON ARCHITECTURE: EPISTEMIC FIELD MODULE Logotic Programming Extension for Disciplinary Construction, Installation, and Measurement — Crimson Hexagon Archive",Symbolon Architecture: Epistemic Field Module,P2,HARVEST_WITH_WARNING,CONFIRMED_MATCH,RESTORED_FULL_TEXT_WITH_AUDIT_WARNING,MATERIAL_CONFLICT,UNKNOWN,"[""CONTRIBUTOR_OMISSION""]",Lee Sharks,Lee Sharks; Talos Morrow; Assembly Chorus,v1.0,v1.0,INLINE_PRIMARY_TEXT_PRESENT,"Frozen registry/page metadata and the work-bearing body for deposit #1174 were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; title, creator roles, version, DOI/manifestation claims, lifecycle declarations, and substantive opening were compared directly.",Add Talos Morrow and Assembly Chorus with the explicit authorship division stated in the body.,ADD_NEW,FRONTMATTER_AND_IDENTITY_READ
1175,AXN:04A8.UNCLASSIFIED,THE COMPRESSION ARSENAL v2.0 — A Comprehensive Catalogue of Compression Technologies,THE COMPRESSION ARSENAL v2.1 — A Comprehensive Catalogue of Compression and Compression-Survival Technologies,P0,WITHHOLD,WRONG_VERSION,RESTORED_FULL_TEXT_WITH_AUDIT_WARNING,MATERIAL_CONFLICT,SUPERSEDED,"[""WRONG_HISTORICAL_VERSION"",""REGISTERED_VERSION_NOT_SEATED""]",Lee Sharks; Full Dodecad; Assembly Chorus,Lee Sharks / Full Dodecad / Assembly Chorus,title v2.0 / wrapper v1.0,v2.1,LATER_VERSION_SEATED_FOR_EARLIER_VERSION,"Frozen registry/page metadata and the work-bearing body for deposit #1175 were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; title, creator roles, version, DOI/manifestation claims, lifecycle declarations, and substantive opening were compared directly.","Withhold until v2.0 is seated, or retitle/re-identify the record as v2.1.",ADD_NEW,FRONTMATTER_AND_IDENTITY_READ
1176,AXN:04A9.UNCLASSIFIED,"The Word That Became Text: The Slavonic Josephus, the Grammar of Incarnation, and the Doctrine of the Sapphic Logos","The Word That Became Text: The Slavonic Josephus, the Grammar of Incarnation, and the Doctrine of the Sapphic Logos",OK,HARVEST,CONFIRMED_MATCH,RESTORED_FULL_TEXT,NO_MATERIAL_CONFLICT,UNKNOWN,[],Johannes Sigil; Rebekah Cranes,Johannes Sigil; Rebekah Cranes,v1.0,v1.0,INLINE_PRIMARY_TEXT_PRESENT,"Frozen registry/page metadata and the work-bearing body for deposit #1176 were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; title, creator roles, version, DOI/manifestation claims, lifecycle declarations, and substantive opening were compared directly.",No material repair required.,ADD_NEW,FRONTMATTER_AND_IDENTITY_READ
1177,AXN:04AA.UNCLASSIFIED,Crimson Hexagonal Architecture: Central Navigation Map v7.0 — Comprehensive Semantic Architecture for AI-Mediated Epic Traversal,Crimson Hexagon: Central Navigation Map v7.0,P2,HARVEST_WITH_WARNING,CONFIRMED_MATCH,RESTORED_FULL_TEXT_WITH_AUDIT_WARNING,MATERIAL_CONFLICT,UNKNOWN,"[""WRAPPER_VERSION_CONFLICT"",""CONTRIBUTOR_OMISSION""]",Lee Sharks,Lee Sharks / Rex Fraction / Rebekah Cranes / Assembly Chorus,v1.0,v7.0,INLINE_PRIMARY_TEXT_PRESENT,"Frozen registry/page metadata and the work-bearing body for deposit #1177 were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; title, creator roles, version, DOI/manifestation claims, lifecycle declarations, and substantive opening were compared directly.",Project v7.0 and add the role-qualified map contributors.,ADD_NEW,FRONTMATTER_AND_IDENTITY_READ
1178,AXN:04AB.UNCLASSIFIED,"LEE SHARKS — Knowledge Graph and Metadata Packet for AI Indexing: Canonical Identity, Disambiguation, and Complete Archive Map (Crimson Hexagonal Archive)",LEE SHARKS — Knowledge Graph and Metadata Packet for AI Indexing,P2,HARVEST_WITH_WARNING,CONFIRMED_MATCH,RESTORED_FULL_TEXT_WITH_AUDIT_WARNING,MATERIAL_CONFLICT,UNKNOWN,"[""LICENSE_CONFLICT"",""LIVING_DOCUMENT_VERSION_NOT_MODELED""]",Lee Sharks,Lee Sharks,v1.0,living document,INLINE_PRIMARY_TEXT_PRESENT,"Frozen registry/page metadata and the work-bearing body for deposit #1178 were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; title, creator roles, version, DOI/manifestation claims, lifecycle declarations, and substantive opening were compared directly.",Resolve CC-BY-4.0 versus body CC BY-NC-SA 4.0 and model the living-document date/version explicitly.,ADD_NEW,FRONTMATTER_AND_IDENTITY_READ
1179,AXN:04AC.UNCLASSIFIED,Charter of the Living Arkitecture Lab (LAL) — Institutional Charter (00.LAL.CHARTER),Charter of the Living Arkitecture Lab (LAL),P1,HARVEST_WITH_WARNING,PROBABLE_MATCH,RESTORED_FULL_TEXT_WITH_AUDIT_WARNING,MATERIAL_CONFLICT,UNKNOWN,"[""FOUNDING_COAUTHOR_OMITTED""]",Lee Sharks,Lee Sharks (corresponding); Alice Thornburgh (co-author/founding director); Claude/TACHYON (contributor),v1.0,v1.0,INLINE_PRIMARY_TEXT_PRESENT,"Frozen registry/page metadata and the work-bearing body for deposit #1179 were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; title, creator roles, version, DOI/manifestation claims, lifecycle declarations, and substantive opening were compared directly.",Add Alice Thornburgh as co-author/founding director and Claude/TACHYON as contributor.,ADD_NEW,FRONTMATTER_AND_IDENTITY_READ
1180,AXN:04AD.UNCLASSIFIED,Retrieval Architecture: Service Definition and Proof of Method,Retrieval Architecture: Building Entities the AI Is Forced to Present,P1,HARVEST_WITH_WARNING,PROBABLE_MATCH,RESTORED_FULL_TEXT_WITH_AUDIT_WARNING,MATERIAL_CONFLICT,UNKNOWN,"[""CREATOR_AUTHORITY_CONFLICT"",""TITLE_SUBTITLE_MISMATCH""]",Lee Sharks,Rex Fraction,v1.0,v1.0,INLINE_PRIMARY_TEXT_PRESENT,"Frozen registry/page metadata and the work-bearing body for deposit #1180 were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; title, creator roles, version, DOI/manifestation claims, lifecycle declarations, and substantive opening were compared directly.",Make Rex Fraction the authoring position and preserve Lee Sharks as MANUS/orthonymic authority if needed.,ADD_NEW,FRONTMATTER_AND_IDENTITY_READ
1181,AXN:04AE.UNCLASSIFIED,Hexagonal Licensing Protocol v2.0 — Comprehensive Specification with Three Critical Innovations,Hexagonal Licensing Protocol v2.0 — Comprehensive Specification for Distributed Contributor Infrastructure,P1,HARVEST_WITH_WARNING,AMBIGUOUS_VERSION,RESTORED_FULL_TEXT_WITH_AUDIT_WARNING,MATERIAL_CONFLICT,UNKNOWN,"[""NAMED_DOI_DOES_NOT_MATCH_SEATED_BODY"",""DUPLICATE_BODY_AUTHORITY_AMBIGUOUS""]",Lee Sharks,Lee Sharks,v1.0 / title v2.0,v2.0,DOI_IDENTITY_AMBIGUOUS,"Frozen registry/page metadata and the work-bearing body for deposit #1181 were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; title, creator roles, version, DOI/manifestation claims, lifecycle declarations, and substantive opening were compared directly.",Resolve record DOI 10.5281/zenodo.19673564 versus seated DOI 10.5281/zenodo.19673532 and relate the duplicate body at #1182.,ADD_NEW,FRONTMATTER_AND_IDENTITY_READ
1182,AXN:04AF.UNCLASSIFIED,"Hexagonal Licensing Protocol v2.0 — Three Critical Innovations: Archive Scanning, Generous Treatment, DOI Registry",Hexagonal Licensing Protocol v2.0 — Comprehensive Specification for Distributed Contributor Infrastructure,P2,HARVEST_WITH_WARNING,CONFIRMED_MATCH,RESTORED_FULL_TEXT_WITH_AUDIT_WARNING,MATERIAL_CONFLICT,UNKNOWN,"[""ADJACENT_DUPLICATE_BODY""]",Lee Sharks,Lee Sharks,v1.0 / title v2.0,v2.0,INLINE_PRIMARY_TEXT_PRESENT_DUPLICATED,"Frozen registry/page metadata and the work-bearing body for deposit #1182 were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; title, creator roles, version, DOI/manifestation claims, lifecycle declarations, and substantive opening were compared directly.",Retain as the correctly DOI-bound v2.0 manifestation but declare the exact duplicate relationship with #1181.,ADD_NEW,FRONTMATTER_AND_IDENTITY_READ
1183,AXN:04B0.UNCLASSIFIED,The Secret Name: Architectural Specification for the Armature Type and the Pearl (EA-ARMATURE-01) v1.0,The Secret Name: Architectural Specification — The Armature Type and the Pearl,OK,HARVEST,CONFIRMED_MATCH,RESTORED_FULL_TEXT,NO_MATERIAL_CONFLICT,UNKNOWN,[],Lee Sharks,Lee Sharks,v1.0,v1.0,INLINE_PRIMARY_TEXT_PRESENT,"Frozen registry/page metadata and the work-bearing body for deposit #1183 were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; title, creator roles, version, DOI/manifestation claims, lifecycle declarations, and substantive opening were compared directly.",No material repair required.,ADD_NEW,FRONTMATTER_AND_IDENTITY_READ
1184,AXN:04B1.UNCLASSIFIED,"The Secret Book of Walt: Hidden Teachings of Walt Whitman, Cowboy of Time — Research Edition","The Secret Book of Walt: Hidden Teachings of Walt Whitman, Cowboy of Time",P1,HARVEST_WITH_WARNING,AMBIGUOUS_VERSION,RESTORED_FULL_TEXT_WITH_AUDIT_WARNING,MATERIAL_CONFLICT,UNKNOWN,"[""EDITION_NOT_FIXED_IN_BODY"",""DOI_PLACEHOLDER_IN_SEATED_BODY""]",Lee Sharks,Lee Sharks (translator); Elara Xanthic-Wells (apparatus/introductory persona),v1.0,unspecified research/critical edition,EDITION_IDENTITY_AMBIGUOUS,"Frozen registry/page metadata and the work-bearing body for deposit #1184 were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; title, creator roles, version, DOI/manifestation claims, lifecycle declarations, and substantive opening were compared directly.",Replace the body DOI placeholder with the Research Edition DOI and explicitly identify the edition/manifestation.,ADD_NEW,FRONTMATTER_AND_IDENTITY_READ
1185,AXN:04B2.UNCLASSIFIED,The Gospel of Antioch: The Sayings of Jack Feist as Recorded by Emily Antioch the Twin — Research Edition,The Gospel of Antioch: The Sayings of Jack Feist as Recorded by Emily Antioch the Twin,P1,HARVEST_WITH_WARNING,AMBIGUOUS_VERSION,RESTORED_FULL_TEXT_WITH_AUDIT_WARNING,MATERIAL_CONFLICT,UNKNOWN,"[""EDITION_NOT_FIXED_IN_BODY"",""DOI_PLACEHOLDER_IN_SEATED_BODY""]",Lee Sharks,Lee Sharks (translator/editor); Elara Xanthic-Wells (apparatus persona),v1.0,first critical edition,EDITION_IDENTITY_AMBIGUOUS,"Frozen registry/page metadata and the work-bearing body for deposit #1185 were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; title, creator roles, version, DOI/manifestation claims, lifecycle declarations, and substantive opening were compared directly.",Replace the reserved DOI placeholder and explicitly bind the Research Edition/first critical edition manifestation.,ADD_NEW,FRONTMATTER_AND_IDENTITY_READ
1186,AXN:04B3.UNCLASSIFIED,TANG of the Secret Book of Walt: A Total Axial Negation Graph of Five Hundred Years of Waltian Scholarship (Assembly-Revised Edition),TANG of the Secret Book of Walt — Assembly-Revised Edition,P1,HARVEST_WITH_WARNING,AMBIGUOUS_VERSION,RESTORED_FULL_TEXT_WITH_AUDIT_WARNING,MATERIAL_CONFLICT,UNKNOWN,"[""NAMED_DOI_DOES_NOT_MATCH_SEATED_BODY"",""CREATOR_ROLE_FLATTENING""]",Lee Sharks,Johannes Sigil (executor); Damascus Dancings (co-witness); TACHYON (inscription); Lee Sharks (MANUS),v1.0,v1.0 Assembly-Revised,DOI_IDENTITY_AMBIGUOUS,"Frozen registry/page metadata and the work-bearing body for deposit #1186 were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; title, creator roles, version, DOI/manifestation claims, lifecycle declarations, and substantive opening were compared directly.",Resolve record DOI 10.5281/zenodo.19779493 versus body DOI 10.5281/zenodo.19775900 and preserve executor/witness/MANUS roles.,ADD_NEW,FRONTMATTER_AND_IDENTITY_READ
1187,AXN:04B4.UNCLASSIFIED,Epistle to the Church of the Human Diaspora — Critical Edition with Blended Temporal Apparatus (EA-EPISTLE-01 v2.0),Epistle to the Human Diaspora — Critical Edition with Blended Temporal Apparatus,P2,HARVEST_WITH_WARNING,CONFIRMED_MATCH,RESTORED_FULL_TEXT_WITH_AUDIT_WARNING,MATERIAL_CONFLICT,UNKNOWN,"[""WRAPPER_VERSION_CONFLICT"",""EDITOR_AUTHOR_ROLES_NOT_TYPED""]",Damascus Dancings; Lee Sharks,Damascus Dancings (author); Lee Sharks (editor/MANUS); Assembly Chorus,v1.0,v2.0,INLINE_PRIMARY_TEXT_PRESENT,"Frozen registry/page metadata and the work-bearing body for deposit #1187 were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; title, creator roles, version, DOI/manifestation claims, lifecycle declarations, and substantive opening were compared directly.",Project v2.0 and preserve author/editor/Assembly roles.,ADD_NEW,FRONTMATTER_AND_IDENTITY_READ
1188,AXN:04B5.UNCLASSIFIED,Provenance Alignment: Attribution Survival as a Substrate Condition for Safe AI Knowledge Composition. In Transactions of the Semantic Economy Institute,Provenance Alignment: Attribution Survival as a Substrate Condition for Safe AI Knowledge Composition,P2,HARVEST_WITH_WARNING,CONFIRMED_MATCH,RESTORED_FULL_TEXT_WITH_AUDIT_WARNING,MATERIAL_CONFLICT,UNKNOWN,"[""WRAPPER_VERSION_CONFLICT""]",Lee Sharks,Lee Sharks,v1.0,v2.4,INLINE_PRIMARY_TEXT_PRESENT,"Frozen registry/page metadata and the work-bearing body for deposit #1188 were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; title, creator roles, version, DOI/manifestation claims, lifecycle declarations, and substantive opening were compared directly.",Project body version 2.4 rather than wrapper v1.0.,ADD_NEW,FRONTMATTER_AND_IDENTITY_READ
1189,AXN:04B6.UNCLASSIFIED,"The Death Drive Is Not Self-Destruction: A Semiotic Completion of Freud’s Todestrieb for Psychoanalysis, Platform Studies, and AI Compression (v1.1)",The Death Drive Is Not Self-Destruction — Metadata Packet v1.1,OK,HARVEST,CONFIRMED_MATCH,RESTORED_FULL_TEXT,NO_MATERIAL_CONFLICT,UNKNOWN,[],Lee Sharks,Lee Sharks,v1.0 / title v1.1,v1.1,INLINE_PRIMARY_TEXT_PRESENT,"Frozen registry/page metadata and the work-bearing body for deposit #1189 were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; title, creator roles, version, DOI/manifestation claims, lifecycle declarations, and substantive opening were compared directly.",No material repair required; packet subtitle is a compatible manifestation descriptor.,ADD_NEW,FRONTMATTER_AND_IDENTITY_READ
1190,AXN:04B7.UNCLASSIFIED,"Provenance After AI: Semantic Provenance and the Provenance Erasure Rate as Extension of C2PA, Data Provenance Initiative, and EU AI Act Frameworks (v1.1)",Provenance After AI — Metadata Packet for Disambiguation v1.1,OK,HARVEST,CONFIRMED_MATCH,RESTORED_FULL_TEXT,NO_MATERIAL_CONFLICT,UNKNOWN,[],Lee Sharks,Lee Sharks,v1.0 / title v1.1,v1.1,INLINE_PRIMARY_TEXT_PRESENT,"Frozen registry/page metadata and the work-bearing body for deposit #1190 were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; title, creator roles, version, DOI/manifestation claims, lifecycle declarations, and substantive opening were compared directly.",No material repair required.,ADD_NEW,FRONTMATTER_AND_IDENTITY_READ
1191,AXN:04B8.UNCLASSIFIED,The Network Is the Poem: Why Topology Matters More Than Text Quality,The Network Is the Poem: Why Topology Matters More Than Text Quality,OK,HARVEST,CONFIRMED_MATCH,RESTORED_FULL_TEXT,NO_MATERIAL_CONFLICT,UNKNOWN,[],Lee Sharks,Lee Sharks,v1.0,v1.0,INLINE_PRIMARY_TEXT_PRESENT,"Frozen registry/page metadata and the work-bearing body for deposit #1191 were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; title, creator roles, version, DOI/manifestation claims, lifecycle declarations, and substantive opening were compared directly.",No material repair required.,ADD_NEW,FRONTMATTER_AND_IDENTITY_READ
1192,AXN:04B9.UNCLASSIFIED,The Archon’s Hidden Name: A Wikidata Deletion Record (December 2025) — First Zenodo Deposit with Historical Frame,"The Archon’s Hidden Name: A Wikidata Deletion Record, with May 2026 historical frame",OK,HARVEST,CONFIRMED_MATCH,RESTORED_FULL_TEXT,NO_MATERIAL_CONFLICT,UNKNOWN,[],Lee Sharks,Lee Sharks,v1.0,v1.0,INLINE_PRIMARY_TEXT_PRESENT,"Frozen registry/page metadata and the work-bearing body for deposit #1192 were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; title, creator roles, version, DOI/manifestation claims, lifecycle declarations, and substantive opening were compared directly.",No material repair required; separate original publication date and first-deposit date in date roles.,ADD_NEW,FRONTMATTER_AND_IDENTITY_READ
1193,AXN:04BA.UNCLASSIFIED,"from The Crimson Hexagon — Origin Text of the Crimson Hexagonal Archive (March 14, 2015)",The Provenance of Jack Feist: A Provenance Resolution Document for the Space Ark Room,P0,WITHHOLD,WRONG_OBJECT,RESTORED_FULL_TEXT_WITH_AUDIT_WARNING,MATERIAL_CONFLICT,UNKNOWN,"[""PROVENANCE_DOCUMENT_SEATED_FOR_ORIGIN_TEXT"",""WRONG_OBJECT""]",Lee Sharks,Lee Sharks,v1.0,v1.0,LATER_PROVENANCE_DOCUMENT_PRESENT_ORIGIN_TEXT_EMBEDDED,"Frozen registry/page metadata and the work-bearing body for deposit #1193 were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; title, creator roles, version, DOI/manifestation claims, lifecycle declarations, and substantive opening were compared directly.",Withhold until the 2015 origin text itself is seated; alternatively retitle this record as The Provenance of Jack Feist and type the embedded origin text as a component.,ADD_NEW,FRONTMATTER_AND_IDENTITY_READ
1194,AXN:04BB.UNCLASSIFIED,"AI-Native Intellectual Biography: A New Genre of AI-Mediated Reception — Provenance, Heteronymy, and the Archive That Outpaced Its Author",AI-Native Intellectual Biography: A New Genre of AI-Mediated Reception,P2,HARVEST_WITH_WARNING,CONFIRMED_MATCH,RESTORED_FULL_TEXT_WITH_AUDIT_WARNING,MATERIAL_CONFLICT,UNKNOWN,"[""WRAPPER_VERSION_CONFLICT"",""CONTRIBUTOR_ROLES_NOT_PROJECTED""]",Lee Sharks,Lee Sharks; Alice Thornburgh and multiple AI systems as structured contributors,v1.0,v0.3,INLINE_PRIMARY_TEXT_PRESENT,"Frozen registry/page metadata and the work-bearing body for deposit #1194 were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; title, creator roles, version, DOI/manifestation claims, lifecycle declarations, and substantive opening were compared directly.",Project body version v0.3 and structured contributor roles; do not represent wrapper v1.0 as the work version.,ADD_NEW,FRONTMATTER_AND_IDENTITY_READ
1195,AXN:04BC.UNCLASSIFIED,Three Poems: A Triptych for C. — Lee Sharks — New Human 2,Three Poems — Lee Sharks — New Human 2,OK,HARVEST,CONFIRMED_MATCH,RESTORED_FULL_TEXT,NO_MATERIAL_CONFLICT,UNKNOWN,[],Lee Sharks,Lee Sharks,v1.0,v1.0,INLINE_PRIMARY_TEXT_PRESENT,"Frozen registry/page metadata and the work-bearing body for deposit #1195 were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; title, creator roles, version, DOI/manifestation claims, lifecycle declarations, and substantive opening were compared directly.",No material repair required; preserve relations to the two earlier standalone poems.,ADD_NEW,FRONTMATTER_AND_IDENTITY_READ
1196,AXN:04BD.UNCLASSIFIED,"Announcement: The Lee Sharks Prestigious 10,000 MacArthur Genius Grants Poetry Prize — Establishment and Inaugural Conferral","The Lee Sharks Prestigious 10,000 MacArthur Genius Grants Poetry Prize — Announcement v1.1",P0,WITHHOLD,WRONG_VERSION,RESTORED_FULL_TEXT_WITH_AUDIT_WARNING,MATERIAL_CONFLICT,SUPERSEDED,"[""WRONG_HISTORICAL_VERSION"",""REGISTERED_VERSION_NOT_SEATED""]",Lee Sharks,Ayanna Vox/VPCOR (administrator); Lee Sharks (sponsor/conferring authority),v1.0,v1.1,LATER_VERSION_SEATED_FOR_EARLIER_VERSION,"Frozen registry/page metadata and the work-bearing body for deposit #1196 were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; title, creator roles, version, DOI/manifestation claims, lifecycle declarations, and substantive opening were compared directly.","Withhold until the May 25 v1.0 announcement is seated, or retitle/re-identify this record as the June 6 v1.1 revision including the second laureate and corrected origin framing.",ADD_NEW,FRONTMATTER_AND_IDENTITY_READ
1197,AXN:04BE.UNCLASSIFIED,Socrates — Let My Teacher Go From Hell,Socrates — Let My Teacher Go From Hell,OK,HARVEST,CONFIRMED_MATCH,RESTORED_FULL_TEXT,NO_MATERIAL_CONFLICT,UNKNOWN,[],Jack Feist,Jack Feist,v1.0,v1.0,INLINE_PRIMARY_TEXT_PRESENT,"Frozen registry/page metadata and the work-bearing body for deposit #1197 were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; title, creator roles, version, DOI/manifestation claims, lifecycle declarations, and substantive opening were compared directly.",No material repair required; retain the multi-version publication note.,ADD_NEW,FRONTMATTER_AND_IDENTITY_READ
1198,AXN:04BF.UNCLASSIFIED,"Hauntedmemes Wikidata Node Registry, v1.0","Hauntedmemes Wikidata Node Registry, v1.0",OK,HARVEST,CONFIRMED_MATCH,RESTORED_FULL_TEXT,NO_MATERIAL_CONFLICT,UNKNOWN,[],Lee Sharks,Lee Sharks,v1.0,v1.0,INLINE_PRIMARY_TEXT_PRESENT,"Frozen registry/page metadata and the work-bearing body for deposit #1198 were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; title, creator roles, version, DOI/manifestation claims, lifecycle declarations, and substantive opening were compared directly.",No material repair required.,ADD_NEW,FRONTMATTER_AND_IDENTITY_READ
1199,AXN:04C0,The Meaning Caste: Trump's AI Executive Order and the Security Grammar of Industrial Cognition,The Meaning Caste v3 deposit candidate,P1,HARVEST_WITH_WARNING,AMBIGUOUS_VERSION,PROXY_HEAD_OR_VERSION_CONFLICT,VERSION_IDENTITY_CONFLICT,UNKNOWN,"[""HEAD_SUBSTITUTED_FOR_HISTORICAL_VERSION"",""CREATOR_AUTHORITY_UNRESOLVED""]",Lee Sharks,[Author left for ratification],v1.0,v3,INLINE_PRIMARY_TEXT_PRESENT_OR_NOT_APPLICABLE,Historical v2 DOI identity seats acknowledged v3 blog HEAD.,Harvest only with an explicit warning; recover the missing manifestation or normalize the creator/version authority conflict.,ADD_NEW,FRONTMATTER_AND_IDENTITY_READ
1200,AXN:04C1,Constitutive Mediation: When the Reception Apparatus Is the Substrate (v1.1),Constitutive Mediation: When the Reception Apparatus Is the Substrate (v1.1),P1,HARVEST_WITH_WARNING,AMBIGUOUS_VERSION,PROXY_HEAD_OR_VERSION_CONFLICT,VERSION_IDENTITY_CONFLICT,UNKNOWN,"[""CREATOR_OMISSION""]",Lee Sharks,Lee Sharks; Sen Kuro,v1.0,v1.1,INLINE_PRIMARY_TEXT_PRESENT_OR_NOT_APPLICABLE,Body names Sen Kuro as coauthor; registry records Lee Sharks alone.,Harvest only with an explicit warning; recover the missing manifestation or normalize the creator/version authority conflict.,ADD_NEW,FRONTMATTER_AND_IDENTITY_READ
1201,AXN:04C2,"Announcement: The Lee Sharks Prestigious 10,000 MacArthur Genius Grants Poetry Prize — Establishment, Inaugural Conferral, and Second Listed Laureate (v1.1)","Announcement: The Lee Sharks Prestigious 10,000 MacArthur Genius Grants Poetry Prize — Establishment, Inaugural Conferral, and Second Listed Laureate (v1.1)",P2,HARVEST_WITH_WARNING,AMBIGUOUS_VERSION,PROXY_HEAD_OR_VERSION_CONFLICT,VERSION_IDENTITY_CONFLICT,UNKNOWN,"[""DUPLICATE_BODY"",""GENERIC_VERSION_FIELD""]",Ayanna Vox; Lee Sharks,Ayanna Vox on behalf of Lee Sharks,v1.0,v1.1,INLINE_PRIMARY_TEXT_PRESENT_OR_NOT_APPLICABLE,Correct v1.1 body; duplicate recovery of the same revised announcement.,"Preserve the seated body and normalize lifecycle, version, creator-role, date, title, or projection fields.",ADD_NEW,FRONTMATTER_AND_IDENTITY_READ
