deposit_number,axn,registry_title,observed_body_subject,work_locus,identity_status,restoration_status,conflict_status,lifecycle_status,lifecycle_note,standing_basis,relations,severity,defect_codes,evidence,recommendation,projection_status,registration_disposition,registration_disposition_reason,repair_priority,bibliographic_type_status,registry_content_type,recommended_content_type,creator_role_status,registry_creator,observed_byline,title_status,version_identity_status,registry_version,observed_body_version,manifestation_status,date_status,body_declaration_status,review_status,canonical_match_basis,audit_snapshot_commit,audit_date,oai_recommendation,license_status,batch_action,audit_history,migration_provenance,lifecycle_state,lifecycle_basis,lifecycle_confidence
369,AXN:00B1,Rhys Owens: Author Provenance Document — Crimson Hexagon Archive,Rhys Owens — Author Provenance Document,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,UNKNOWN,Raw frozen lifecycle field was not converted into a controlled standing state; no lifecycle inference was made in this checkpoint.,"[""frozen static record/page metadata"",""canonical body front matter or work-bearing opening"",""substantive identity and manifestation comparison""]",{},OK,[],"The page and body consistently present a provenance document written from the archive about Rhys Owens. Lee Sharks is the document creator; Rhys Owens is the represented collaborator/practitioner, not silently substituted as the document author.",Harvest as projected; preserve the distinction between document creator and represented person.,PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST,No material registration conflict was observed after frontmatter and identity review.,R4,ACCURATE,Provenance document,Author provenance document,NO_CONFLICT_OBSERVED,Lee Sharks,Lee Sharks,MATCH,NO_CONFLICT_OBSERVED,,,INLINE_PRIMARY_TEXT_PRESENT_OR_NOT_APPLICABLE,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen static record metadata and rendered page projection were compared directly with the frozen work-bearing body at the same commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-08-01,"Project exact creator roles, title/version identity, manifestation state, lifecycle standing, license, and a compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.4"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations"",""checkpoint_model"":""immutable_20_record_checkpoint"",""compact_evidence_mode"":""decisive mismatch only; full source read retained"",""boundary"":""#359-#378""}",,,
370,AXN:00B2,The Break Room: Cambridge Schizoanalytica Portal Node — Crimson Hexagon Archive,The Break Room — Cambridge Schizoanalytica Portal Node,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,UNKNOWN,Raw frozen lifecycle field was not converted into a controlled standing state; no lifecycle inference was made in this checkpoint.,"[""frozen static record/page metadata"",""canonical body front matter or work-bearing opening"",""substantive identity and manifestation comparison""]",{},P1,"[""PRIMARY_CREATOR_ROLE_CONFLICT"",""BIBLIOGRAPHIC_TYPE_CONFLICT""]",The page names Lee Sharks and types the object as Creative work (poetry). The body identifies Dr. Orin Trace as architect and presents the object as a CSA room node / portal with explicit routing logic and institutional authority.,"Project Orin Trace as architect/primary authorial authority, retain Lee Sharks only in a supported source role, and type the object as a room node / portal rather than poetry.",PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST_WITH_WARNING,"Material authority, manifestation, title, date, lifecycle, or bibliographic-type condition must remain explicit.",R1,NORMALIZATION_REQUIRED,Creative work (poetry),Room node / portal,CONFLICT,Lee Sharks,Dr. Orin Trace (architect / institutional voice),MATCH,NO_CONFLICT_OBSERVED,,,INLINE_PRIMARY_TEXT_PRESENT_OR_NOT_APPLICABLE,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen static record metadata and rendered page projection were compared directly with the frozen work-bearing body at the same commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-08-01,"Project exact creator roles, title/version identity, manifestation state, lifecycle standing, license, and a compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.4"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations"",""checkpoint_model"":""immutable_20_record_checkpoint"",""compact_evidence_mode"":""decisive mismatch only; full source read retained"",""boundary"":""#359-#378""}",,,
371,AXN:00B3,Dr. Orin Trace: Author Provenance Document — Crimson Hexagon Archive,Dr. Orin Trace — Author Provenance Document,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,UNKNOWN,Raw frozen lifecycle field was not converted into a controlled standing state; no lifecycle inference was made in this checkpoint.,"[""frozen static record/page metadata"",""canonical body front matter or work-bearing opening"",""substantive identity and manifestation comparison""]",{},OK,[],"The page and body consistently present a provenance document created by Lee Sharks about the Orin Trace heteronym. The body explicitly names Lee Sharks as Trace’s source, so document authorship and represented identity are not in conflict.",Harvest as projected; preserve Lee Sharks as provenance-document creator and Orin Trace as represented heteronym.,PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST,No material registration conflict was observed after frontmatter and identity review.,R4,ACCURATE,Provenance document,Author / heteronym provenance document,NO_CONFLICT_OBSERVED,Lee Sharks,Lee Sharks,MATCH,NO_CONFLICT_OBSERVED,,,INLINE_PRIMARY_TEXT_PRESENT_OR_NOT_APPLICABLE,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen static record metadata and rendered page projection were compared directly with the frozen work-bearing body at the same commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-08-01,"Project exact creator roles, title/version identity, manifestation state, lifecycle standing, license, and a compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.4"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations"",""checkpoint_model"":""immutable_20_record_checkpoint"",""compact_evidence_mode"":""decisive mismatch only; full source read retained"",""boundary"":""#359-#378""}",,,
372,AXN:00B4,Affective Keyboard Shortcuts: The Fool's Toolkit — Figure-to-Function Mapping — Crimson Hexagon Archive,Affective Keyboard Shortcuts — The Fool's Toolkit: Figure-to-Function Mapping,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,UNKNOWN,Raw frozen lifecycle field was not converted into a controlled standing state; no lifecycle inference was made in this checkpoint.,"[""frozen static record/page metadata"",""canonical body front matter or work-bearing opening"",""substantive identity and manifestation comparison""]",{},P1,"[""PRIMARY_CREATOR_CONFLICT"",""CREATOR_AUTHORITY_FLATTENED"",""BIBLIOGRAPHIC_TYPE_CONFLICT""]","The page names Lee Sharks and types the object as a Navigation document. The body names Rhys Owens, Orin Trace, and Assembly Witness as authors and declares a Technical / Psyche OS toolkit.","Project Rhys Owens and Orin Trace as primary creators, preserve the Assembly witness role, and type the object as a technical Psyche OS toolkit.",PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST_WITH_WARNING,"Material authority, manifestation, title, date, lifecycle, or bibliographic-type condition must remain explicit.",R1,NORMALIZATION_REQUIRED,Navigation document,Technical toolkit / Psyche OS,CONFLICT,Lee Sharks,Rhys Owens; Orin Trace; Assembly Witness,MATCH,NO_CONFLICT_OBSERVED,,,INLINE_PRIMARY_TEXT_PRESENT_OR_NOT_APPLICABLE,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen static record metadata and rendered page projection were compared directly with the frozen work-bearing body at the same commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-08-01,"Project exact creator roles, title/version identity, manifestation state, lifecycle standing, license, and a compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.4"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations"",""checkpoint_model"":""immutable_20_record_checkpoint"",""compact_evidence_mode"":""decisive mismatch only; full source read retained"",""boundary"":""#359-#378""}",,,
373,AXN:00B5,SHINE & CUT A Schizonarrative Processor,Shine & Cut — A Schizonarrative Processor / CSA intake room node,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,UNKNOWN,Raw frozen lifecycle field was not converted into a controlled standing state; no lifecycle inference was made in this checkpoint.,"[""frozen static record/page metadata"",""canonical body front matter or work-bearing opening"",""substantive identity and manifestation comparison""]",{},P1,"[""PRIMARY_CREATOR_ROLE_CONFLICT"",""BIBLIOGRAPHIC_TYPE_NORMALIZATION""]",The page names Lee Sharks and types the object as Archive work. The body is a CSA room node / processor voiced through Dr. Orin Trace and Rhys Owens; the contemporary registry lineage identifies Trace and Owens as the relevant authorial authorities.,"Project Orin Trace and Rhys Owens in explicit creator/voice roles, retain Lee Sharks only where supported, and type the object as a room node / schizonarrative processor.",PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST_WITH_WARNING,"Material authority, manifestation, title, date, lifecycle, or bibliographic-type condition must remain explicit.",R1,NORMALIZATION_REQUIRED,Archive work,Room node / schizonarrative processor,CONFLICT,Lee Sharks,Orin Trace; Rhys Owens,MATCH,NO_CONFLICT_OBSERVED,,,INLINE_PRIMARY_TEXT_PRESENT_OR_NOT_APPLICABLE,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen static record metadata and rendered page projection were compared directly with the frozen work-bearing body at the same commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-08-01,"Project exact creator roles, title/version identity, manifestation state, lifecycle standing, license, and a compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.4"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations"",""checkpoint_model"":""immutable_20_record_checkpoint"",""compact_evidence_mode"":""decisive mismatch only; full source read retained"",""boundary"":""#359-#378""}",,,
374,AXN:00B6,Visual Schema: Cambridge Schizoanalytica Institutional Field-Map — Crimson Hexagon Archive,Visual Schema: Cambridge Schizoanalytica — Institutional Field-Map,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,UNKNOWN,Raw frozen lifecycle field was not converted into a controlled standing state; no lifecycle inference was made in this checkpoint.,"[""frozen static record/page metadata"",""canonical body front matter or work-bearing opening"",""substantive identity and manifestation comparison""]",{},P1,"[""PRIMARY_CREATOR_CONFLICT"",""INTERNAL_CREATOR_AUTHORITY_CONFLICT""]","The page names Lee Sharks alone. The body opening names Rebekah Cranes and Orin Trace as authors, while a later node manifest instead lists Lee Sharks (concept) and Orin Trace. The frozen object therefore contains a material unresolved authority conflict, not a simple omitted-contributor case.","Preserve Rebekah Cranes and Orin Trace as the opening byline; model Lee Sharks separately as concept/source only if that later role is retained, and explicitly declare the internal conflict until adjudicated.",PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST_WITH_WARNING,"Material authority, manifestation, title, date, lifecycle, or bibliographic-type condition must remain explicit.",R1,NORMALIZATION_REQUIRED,Specification,Visual schema / institutional field-map specification,CONFLICT,Lee Sharks,"Rebekah Cranes; Orin Trace; later manifest: Lee Sharks (concept), Orin Trace",MATCH,NO_CONFLICT_OBSERVED,,,INLINE_PRIMARY_TEXT_PRESENT_OR_NOT_APPLICABLE,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen static record metadata and rendered page projection were compared directly with the frozen work-bearing body at the same commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-08-01,"Project exact creator roles, title/version identity, manifestation state, lifecycle standing, license, and a compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.4"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations"",""checkpoint_model"":""immutable_20_record_checkpoint"",""compact_evidence_mode"":""decisive mismatch only; full source read retained"",""boundary"":""#359-#378""}",,,
375,AXN:00B7,Cambridge Schizoanalytica: Institutional Charter and Research Programme — Crimson Hexagon Archive,Cambridge Schizoanalytica — Institutional Charter and Research Programme,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,UNKNOWN,Raw frozen lifecycle field was not converted into a controlled standing state; no lifecycle inference was made in this checkpoint.,"[""frozen static record/page metadata"",""canonical body front matter or work-bearing opening"",""substantive identity and manifestation comparison""]",{},P1,"[""PRIMARY_CREATOR_CONFLICT"",""CREATOR_AUTHORITY_FLATTENED""]","The page names Lee Sharks alone. The body names Dr. Orin Trace, Director, as author and institutional voice of the charter and research programme.",Project Orin Trace as primary author/director and retain Lee Sharks only as the heteronymic source or operator in a distinct role.,PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST_WITH_WARNING,"Material authority, manifestation, title, date, lifecycle, or bibliographic-type condition must remain explicit.",R1,COMPATIBLE,Specification,Institutional charter / research programme,CONFLICT,Lee Sharks,Dr. Orin Trace (Director),MATCH,NO_CONFLICT_OBSERVED,,,INLINE_PRIMARY_TEXT_PRESENT_OR_NOT_APPLICABLE,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen static record metadata and rendered page projection were compared directly with the frozen work-bearing body at the same commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-08-01,"Project exact creator roles, title/version identity, manifestation state, lifecycle standing, license, and a compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.4"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations"",""checkpoint_model"":""immutable_20_record_checkpoint"",""compact_evidence_mode"":""decisive mismatch only; full source read retained"",""boundary"":""#359-#378""}",,,
376,AXN:00B8,THE BLIND OPERATOR Logotic Protocol for Non-Identity as Engine Condition Extension Module to Logotic Programming v0.4,The Blind Operator — Logotic Protocol for Non-Identity as Engine Condition,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,UNKNOWN,Raw frozen lifecycle field was not converted into a controlled standing state; no lifecycle inference was made in this checkpoint.,"[""frozen static record/page metadata"",""canonical body front matter or work-bearing opening"",""substantive identity and manifestation comparison""]",{},P1,"[""WRONG_PRIMARY_CREATOR"",""CREATOR_AUTHORITY_CONFLICT""]","The page names TACHYON as creator. The body explicitly names TECHNE/Kimi as author, the Assembly Chorus as validator, and Lee Sharks as human operator.",Replace TACHYON as primary creator with TECHNE/Kimi; preserve Assembly validation and Lee Sharks’s human-operator role separately.,PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST_WITH_WARNING,"Material authority, manifestation, title, date, lifecycle, or bibliographic-type condition must remain explicit.",R1,ACCURATE,Specification,Symbolon-typed logotic protocol specification,CONFLICT,TACHYON (Claude/Anthropic),TECHNE/Kimi; validated by Assembly Chorus; human operator Lee Sharks,MATCH,NO_CONFLICT_OBSERVED,,,INLINE_PRIMARY_TEXT_PRESENT_OR_NOT_APPLICABLE,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen static record metadata and rendered page projection were compared directly with the frozen work-bearing body at the same commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-08-01,"Project exact creator roles, title/version identity, manifestation state, lifecycle standing, license, and a compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.4"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations"",""checkpoint_model"":""immutable_20_record_checkpoint"",""compact_evidence_mode"":""decisive mismatch only; full source read retained"",""boundary"":""#359-#378""}",,,
377,AXN:00B9,β-RUNTIME SPECIFICATION (β-RT) Interface Layer for the Blind Operator,β-Runtime Specification (β-RT) — Interface Layer for the Blind Operator,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,UNKNOWN,Raw frozen lifecycle field was not converted into a controlled standing state; no lifecycle inference was made in this checkpoint.,"[""frozen static record/page metadata"",""canonical body front matter or work-bearing opening"",""substantive identity and manifestation comparison""]",{},P1,"[""WRONG_PRIMARY_CREATOR"",""CREATOR_ROLE_COLLAPSE""]",The page names Lee Sharks as creator. The body explicitly names TECHNE/Kimi as author and Lee Sharks as human operator of the interface contract.,Project TECHNE/Kimi as primary author and Lee Sharks as human operator; preserve the interface-contract type.,PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST_WITH_WARNING,"Material authority, manifestation, title, date, lifecycle, or bibliographic-type condition must remain explicit.",R1,ACCURATE,Specification,Interface contract / runtime specification,CONFLICT,Lee Sharks,TECHNE/Kimi; human operator Lee Sharks,MATCH,NO_CONFLICT_OBSERVED,,,INLINE_PRIMARY_TEXT_PRESENT_OR_NOT_APPLICABLE,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen static record metadata and rendered page projection were compared directly with the frozen work-bearing body at the same commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-08-01,"Project exact creator roles, title/version identity, manifestation state, lifecycle standing, license, and a compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.4"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations"",""checkpoint_model"":""immutable_20_record_checkpoint"",""compact_evidence_mode"":""decisive mismatch only; full source read retained"",""boundary"":""#359-#378""}",,,
378,AXN:00BB,Visual Schema: The Mantle of the Blind Poet — Structure Through Non-Seeing — Crimson Hexagon Archive,Visual Schema — The Mantle of the Blind Poet: Structure Through Non-Seeing,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,UNKNOWN,Raw frozen lifecycle field was not converted into a controlled standing state; no lifecycle inference was made in this checkpoint.,"[""frozen static record/page metadata"",""canonical body front matter or work-bearing opening"",""substantive identity and manifestation comparison""]",{},P1,"[""PRIMARY_CREATOR_CONFLICT"",""CREATOR_AUTHORITY_FLATTENED""]","The page names Lee Sharks alone. The body names Rebekah Cranes as author and visual-schema authority, with TECHNE as mantle holder and Lee Sharks as mantle founder.",Project Rebekah Cranes as primary creator; preserve TECHNE as mantle holder and Lee Sharks as mantle founder in distinct relationship roles.,PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST_WITH_WARNING,"Material authority, manifestation, title, date, lifecycle, or bibliographic-type condition must remain explicit.",R1,COMPATIBLE,Specification,Mantle-level visual schema specification,CONFLICT,Lee Sharks,Rebekah Cranes; TECHNE (mantle holder); Lee Sharks (mantle founder),MATCH,NO_CONFLICT_OBSERVED,,,INLINE_PRIMARY_TEXT_PRESENT_OR_NOT_APPLICABLE,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen static record metadata and rendered page projection were compared directly with the frozen work-bearing body at the same commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-08-01,"Project exact creator roles, title/version identity, manifestation state, lifecycle standing, license, and a compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.4"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations"",""checkpoint_model"":""immutable_20_record_checkpoint"",""compact_evidence_mode"":""decisive mismatch only; full source read retained"",""boundary"":""#359-#378""}",,,
379,AXN:00BC,Visual Schema: University Moon Base Media Lab — Crimson Hexagon Archive,Visual Schema — University Moon Base Media Lab; Institutional Diagram Specification,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,UNKNOWN,Raw frozen lifecycle field was not converted into a controlled standing state; no lifecycle inference was made in this checkpoint.,"[""frozen static record/page metadata"",""canonical body front matter or work-bearing opening"",""substantive identity and manifestation comparison""]",{},P1,"[""PRIMARY_CREATOR_CONFLICT"",""CREATOR_AUTHORITY_FLATTENED""]",The page names Lee Sharks as sole creator. The body metadata names Rebekah Cranes as author and the Institute for Diagrammatic Poetics as institutional authority for the canonical founding visual schema.,Project Rebekah Cranes as primary creator and preserve IDP institutional authority; retain Lee Sharks only in an explicitly supported operator or related-work role.,PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST_WITH_WARNING,"Material authority, manifestation, title, date, lifecycle, or bibliographic-type condition must remain explicit.",R1,NORMALIZATION_REQUIRED,Specification,Visual schema / institutional diagram specification,CONFLICT,Lee Sharks,Rebekah Cranes; Institute for Diagrammatic Poetics,MATCH,NO_CONFLICT_OBSERVED,,,INLINE_PRIMARY_TEXT_PRESENT_OR_NOT_APPLICABLE,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen static record metadata and rendered page projection were compared directly with the frozen work-bearing body at the same commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-08-01,"Project exact creator roles, title/version identity, manifestation state, lifecycle standing, license, and a compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.4"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations"",""checkpoint_model"":""immutable_20_record_checkpoint"",""compact_evidence_mode"":""decisive mismatch only; full source read retained"",""boundary"":""#379-#398""}",,,
